,Open,High,Low,Close,Volume,Dividends,Stock Splits,income_stmt,cashflow
1986-04-09,0.058876092511303296,0.06048170339172728,0.058876092511303296,0.05994649976491928,12153600.0,0.08,2.0,20855987.382214,19827000000.0
1986-04-10,0.05994649374785063,0.06101690089402558,0.058876086601675676,0.06048169732093811,13881600.0,0.08,2.0,20855987.382214,19827000000.0
1986-04-11,0.061016903736120336,0.06262313012387442,0.061016903736120336,0.06155210733413696,17222400.0,0.08,2.0,20855987.382214,19827000000.0
1986-04-14,0.061552112423755176,0.06262313530205332,0.061552112423755176,0.06208731606602669,12153600.0,0.08,2.0,20855987.382214,19827000000.0
1986-04-15,0.06208731606602669,0.06208731606602669,0.05994650149694062,0.06208731606602669,9302400.0,0.08,2.0,20855987.382214,19827000000.0
1986-04-16,0.06208729164254128,0.064763924394738,0.061552088210804524,0.06422872096300125,31910400.0,0.08,2.0,20855987.382214,19827000000.0
1986-04-17,0.06422878163692658,0.06476398557424545,0.06422878163692658,0.06476398557424545,22003200.0,0.08,2.0,20855987.382214,19827000000.0
1986-04-18,0.06476395032977182,0.06476395032977182,0.06208731650570427,0.06262313574552536,21628800.0,0.08,2.0,20855987.382214,19827000000.0
1986-04-21,0.06262313574552536,0.06315833939158697,0.061016909213581036,0.06262313574552536,22924800.0,0.08,2.0,20855987.382214,19827000000.0
1986-04-22,0.06262313012387442,0.06262313012387442,0.06155210733413696,0.06155210733413696,15552000.0,0.08,2.0,20855987.382214,19827000000.0
1986-04-23,0.06155210290409892,0.06208730646359578,0.061016899344602055,0.06181970238685608,15609600.0,0.08,2.0,20855987.382214,19827000000.0
1986-04-24,0.061819690879547466,0.06904555547836151,0.061552091446602085,0.06797514855861664,62352000.0,0.08,2.0,20855987.382214,19827000000.0
1986-04-25,0.06851036640984229,0.07520102895423088,0.06851036640984229,0.07225740700960159,85795200.0,0.08,2.0,20855987.382214,19827000000.0
1986-04-28,0.07225740103755697,0.07332780809368389,0.07172158191586975,0.07279260456562042,28886400.0,0.08,2.0,20855987.382214,19827000000.0
1986-04-29,0.07279262628827524,0.07279262628827524,0.0701159922555775,0.07065119594335556,30326400.0,0.08,2.0,20855987.382214,19827000000.0
1986-04-30,0.07065118427104729,0.07118638787040417,0.06743996267490607,0.06904557347297668,30902400.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-01,0.06904555547836151,0.06904555547836151,0.06690474163887176,0.06797514855861664,54345600.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-02,0.06797514855861664,0.06904555547836151,0.06743994509874421,0.06797514855861664,20246400.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-05,0.06797516201903164,0.06797516201903164,0.0674399584531784,0.0674399584531784,3254400.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-06,0.06797514855861664,0.06904555547836151,0.06797514855861664,0.06797514855861664,9734400.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-07,0.06797514855861664,0.06851035201848908,0.06690474163887176,0.06797514855861664,5155200.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-08,0.06797518705514358,0.06851039081811905,0.06743998329216809,0.06851039081811905,3542400.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-09,0.06851035201848908,0.06851035201848908,0.06797514855861664,0.06797514855861664,6076800.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-12,0.06797518705514358,0.0701160021070455,0.06797518705514358,0.06851039081811905,10483200.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-13,0.0685103698736198,0.06958077707233355,0.0685103698736198,0.06904557347297668,3830400.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-14,0.06904559458109454,0.06904559458109454,0.06851039081811905,0.06851039081811905,9302400.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-15,0.06851039081811905,0.06958079834407001,0.06851039081811905,0.06851039081811905,3801600.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-16,0.0685103698736198,0.07065118427104729,0.0685103698736198,0.06904557347297668,11952000.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-19,0.06904555547836151,0.06904555547836151,0.06743994509874421,0.06797514855861664,11001600.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-20,0.06797516201903164,0.06797516201903164,0.06690475488732517,0.0674399584531784,61977600.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-21,0.06743996309595682,0.06797516669865515,0.06636955589056015,0.06636955589056015,8092800.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-22,0.06636955589056015,0.06690475949325848,0.06636955589056015,0.06636955589056015,4406400.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-23,0.06636955589056015,0.06743996309595682,0.06636955589056015,0.06636955589056015,4089600.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-27,0.06636957576621713,0.06851039081811905,0.06636957576621713,0.06851039081811905,13881600.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-28,0.06851038119224334,0.07065119594335556,0.06851038119224334,0.07065119594335556,15523200.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-29,0.07065118069903353,0.07332781415419722,0.07011597712673572,0.07225740700960159,45676800.0,0.08,2.0,20855987.382214,19827000000.0
1986-05-30,0.07279258859763729,0.07600380906159586,0.07279258859763729,0.07493340224027634,27072000.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-02,0.07493341867787426,0.07493341867787426,0.07279260456562042,0.07279260456562042,19728000.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-03,0.07279260456562042,0.07279260456562042,0.07172158191586975,0.07279260456562042,5011200.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-04,0.07279261058189941,0.07332781415419722,0.07172158784362916,0.07225740700960159,4723200.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-05,0.07225740983633022,0.07332781702280045,0.0717215906493964,0.07332781702280045,13708800.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-06,0.07332781702280045,0.07332781702280045,0.07225740983633022,0.07332781702280045,3427200.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-09,0.07332780522120101,0.07332780522120101,0.07011596858501434,0.07011596858501434,12672000.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-10,0.07011596858501434,0.07011596858501434,0.06904556157081868,0.07011596858501434,3427200.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-11,0.07011596858501434,0.07011596858501434,0.06904556157081868,0.07011596858501434,2304000.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-12,0.07011597628244459,0.07011597628244459,0.06690475488732517,0.0674399584531784,13708800.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-13,0.0674399584531784,0.06797516201903164,0.06690475488732517,0.0674399584531784,7891200.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-16,0.0674399720212698,0.06797517569479943,0.06636956467421055,0.06690476834774017,9590400.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-17,0.06743994509874421,0.06904555547836151,0.06743994509874421,0.06797514855861664,13075200.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-18,0.06797516201903164,0.06797516201903164,0.06636955132147193,0.0674399584531784,4348800.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-19,0.0674399720212698,0.06797517569479943,0.06636956467421055,0.06690476834774017,8467200.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-20,0.06690475930288015,0.06743996290405554,0.06690475930288015,0.06717236340045929,3801600.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-23,0.06717234566579883,0.06797514855861664,0.06583433471912689,0.06797514855861664,46195200.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-24,0.06797516201903164,0.06851036558488488,0.06690475488732517,0.0674399584531784,14572800.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-25,0.06743996309595682,0.06797516669865515,0.06636955589056015,0.06636955589056015,15235200.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-26,0.06636953468994827,0.06690473812168503,0.06422872096300125,0.06422872096300125,19152000.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-27,0.0642287344012779,0.06476393794499277,0.06315832731384814,0.06369353085756302,10396800.0,0.08,2.0,20855987.382214,19827000000.0
1986-06-30,0.06369354372712088,0.06743996929010665,0.06315834007526577,0.06583435833454132,62352000.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-01,0.06583435833454132,0.06583435833454132,0.06529915468268621,0.06583435833454132,47577600.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-02,0.06583435833454132,0.06583435833454132,0.06529915468268621,0.06583435833454132,52617600.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-03,0.06636956467421055,0.0674399720212698,0.06636956467421055,0.06690476834774017,14140800.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-07,0.06690473812168503,0.06690473812168503,0.06422872096300125,0.06422872096300125,14054400.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-08,0.0642287466837102,0.0642287466837102,0.06208731650570427,0.06262313574552536,14256000.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-09,0.06262313349269658,0.06262313349269658,0.05941129613811129,0.05994649976491928,46137600.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-10,0.059946491683809736,0.060481695238469406,0.055664863246532324,0.058340881019830704,46886400.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-11,0.058340888884495304,0.06101690701853527,0.058340888884495304,0.05994649976491928,17395200.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-14,0.05834088175926624,0.06048169600503847,0.05834088175926624,0.059143684804439545,28598400.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-15,0.05914369202771574,0.06101690701853527,0.058340888884495304,0.05994649976491928,13190400.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-16,0.06048170513921214,0.06208731606602669,0.06048170513921214,0.06208731606602669,9360000.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-17,0.0620873031946993,0.06315832585096359,0.0615520996633809,0.06315832585096359,6940800.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-18,0.06315832731384814,0.0642287344012779,0.06155210108906174,0.06369353085756302,12326400.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-21,0.06369353085756302,0.06476393794499277,0.06369353085756302,0.06369353085756302,3513600.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-22,0.06369354372712088,0.06583435833454132,0.06369354372712088,0.06583435833454132,10512000.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-23,0.06583433125821152,0.06690473812168503,0.06422872096300125,0.06422872096300125,20793600.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-24,0.0652991486851635,0.06743996309595682,0.0652991486851635,0.06636955589056015,14140800.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-25,0.06636956467421055,0.0674399720212698,0.06636956467421055,0.06690476834774017,20448000.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-28,0.06690475661641652,0.06690475661641652,0.0652991458773613,0.0652991458773613,11808000.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-29,0.06529914148870766,0.06583434503242254,0.06262312377013325,0.06369353085756302,14054400.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-30,0.06369353731990766,0.06369353731990766,0.05941129294207047,0.06155210733413696,26409600.0,0.08,2.0,20855987.382214,19827000000.0
1986-07-31,0.06155212094506414,0.06208732466142955,0.06101691722869873,0.06101691722869873,15638400.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-01,0.06101690089402558,0.06155210446711306,0.05994649374785063,0.06048169732093811,12902400.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-04,0.06048169732093811,0.06048169732093811,0.058876086601675676,0.06048169732093811,12441600.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-05,0.06048170339172728,0.06101690701853527,0.05994649976491928,0.05994649976491928,2822400.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-06,0.05994650589039684,0.06048170957189322,0.05834089484590767,0.05941130220890045,18316800.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-07,0.05941127831682508,0.05994648178309093,0.058340871384293384,0.058876074850559235,3657600.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-08,0.05887609852740406,0.06048170957189322,0.05887609852740406,0.05941130220890045,4147200.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-11,0.060481700138103715,0.06208731093215358,0.060481700138103715,0.06155210733413696,7948800.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-12,0.0615520996633809,0.06315832585096359,0.0615520996633809,0.06315832585096359,9993600.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-13,0.06315832731384814,0.06369353085756302,0.06262312377013325,0.06369353085756302,6883200.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-14,0.06369353513830606,0.06583434945704637,0.06369353513830606,0.0652991458773613,20131200.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-15,0.06529917398097736,0.06583437779100475,0.06476397017094998,0.0655667781829834,6105600.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-18,0.06556679377721665,0.0658343934488832,0.06476398557424545,0.06476398557424545,12787200.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-19,0.06476398557424545,0.06503158983989778,0.06369357769960769,0.06476398557424545,20390400.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-20,0.064763924394738,0.064763924394738,0.06422872096300125,0.06422872096300125,20764800.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-21,0.06422872096300125,0.06529912782647476,0.06422872096300125,0.06422872096300125,49536000.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-22,0.06422873291360039,0.06476393644491879,0.0620873031946993,0.06315832585096359,5760000.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-25,0.06315832585096359,0.06315832585096359,0.0620873031946993,0.06315832585096359,2419200.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-26,0.06315833939158697,0.06315833939158697,0.06262313574552536,0.06262313574552536,10857600.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-27,0.06262313574552536,0.06315833939158697,0.06208731650570427,0.06262313574552536,9532800.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-28,0.06262313574552536,0.06315833939158697,0.06262313574552536,0.06262313574552536,3427200.0,0.08,2.0,20855987.382214,19827000000.0
1986-08-29,0.06262314397163529,0.0631583476880007,0.05994650979596791,0.06101691722869873,25430400.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-02,0.061016913253389614,0.061016913253389614,0.058608494389664076,0.05941130220890045,5212800.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-03,0.058876071712846326,0.058876071712846326,0.05620005452413146,0.05780566483736038,18316800.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-04,0.058876094629334574,0.06262313574552536,0.058876094629334574,0.06262313574552536,39427200.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-05,0.0626231279789359,0.0652991458773613,0.062087308805567704,0.0652991458773613,26352000.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-08,0.06529918951156433,0.0658343934488832,0.06476398557424545,0.06476398557424545,9619200.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-09,0.0647639510308311,0.06743996929010665,0.0647639510308311,0.06583435833454132,37526400.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-10,0.0658343934488832,0.06636959738620209,0.06476398557424545,0.06476398557424545,10886400.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-11,0.06476394987113938,0.06529915351341091,0.06208731606602669,0.06208731606602669,35654400.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-12,0.06208730804020054,0.06262312720696356,0.06048169732093811,0.06048169732093811,24451200.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-15,0.060481700138103715,0.06155210733413696,0.05941129294207047,0.06155210733413696,22492800.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-16,0.06155210733413696,0.06208731093215358,0.060481700138103715,0.06155210733413696,5184000.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-17,0.0615520996633809,0.06422873291360039,0.0610168961320625,0.06315832585096359,8035200.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-18,0.06315832731384814,0.06476393794499277,0.06315832731384814,0.06369353085756302,5356800.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-19,0.06369353085756302,0.0642287344012779,0.06315832731384814,0.06369353085756302,2505600.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-22,0.063693529382282,0.063693529382282,0.06315832585096359,0.06315832585096359,4492800.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-23,0.06315831409952774,0.064763924394738,0.06315831409952774,0.06422872096300125,5961600.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-24,0.06422872378962748,0.06422872378962748,0.06315831687904669,0.06342592090368271,4780800.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-25,0.06342594306245222,0.06369354258659636,0.06208731606602669,0.06208731606602669,5155200.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-26,0.06208731606602669,0.06262313530205332,0.061552112423755176,0.06208731606602669,2332800.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-29,0.06208730804020054,0.06208730804020054,0.06048169732093811,0.06048169732093811,6192000.0,0.08,2.0,20855987.382214,19827000000.0
1986-09-30,0.06048169732093811,0.06155210446711306,0.06048169732093811,0.06048169732093811,5184000.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-01,0.06048170339172728,0.061552110645343265,0.058876092511303296,0.05994649976491928,32428800.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-02,0.05994649976491928,0.06101690701853527,0.05941129613811129,0.05994649976491928,22723200.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-03,0.05994649374785063,0.06101690089402558,0.05994649374785063,0.06048169732093811,14716800.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-06,0.062087308805567704,0.06636955303673145,0.062087308805567704,0.0652991458773613,85334400.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-07,0.06529913982116953,0.06797515747140671,0.06529913982116953,0.06663715094327927,59788800.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-08,0.06663717994469702,0.06931319416559013,0.06583437200324166,0.06851039081811905,119606400.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-09,0.06851038119224334,0.07225742260049718,0.06851038119224334,0.07065119594335556,92563200.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-10,0.07065115630842492,0.0754686023896727,0.06958074953336142,0.07386299222707748,76752000.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-13,0.07386303366383135,0.07386303366383135,0.07065119594335556,0.07065119594335556,27129600.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-14,0.07118641703905881,0.07225744027033039,0.07118641703905881,0.0717216208577156,12873600.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-15,0.07172156618282906,0.07546860565093609,0.07172156618282906,0.07493340224027634,63532800.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-16,0.07493340224027634,0.07546860565093609,0.07439819882961657,0.07493340224027634,21859200.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-17,0.07493345190851919,0.07760946614158293,0.07493345190851919,0.07707426697015762,124444800.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-20,0.07707423576908716,0.07867984182135278,0.0754686251228391,0.07760943472385406,43545600.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-21,0.07814466573184149,0.08082067966461182,0.07814466573184149,0.08082067966461182,112377600.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-22,0.08082067966461182,0.08162348751962994,0.08028548055324478,0.08082067966461182,54576000.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-23,0.08082067966461182,0.08135588796394642,0.08001788099756127,0.08082067966461182,70444800.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-24,0.08082062872859466,0.08082062872859466,0.07814461648234185,0.08028542995452881,101376000.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-27,0.08082067851642315,0.08296211808919907,0.08082067851642315,0.08296211808919907,125654400.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-28,0.08296210744964604,0.08617332922430422,0.08296210744964604,0.08483531326055527,142646400.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-29,0.084835304516626,0.08510291319457328,0.08135586798928822,0.08242689073085785,53222400.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-30,0.08242689774871177,0.08510292044026467,0.08189169872318085,0.08403251320123672,44380800.0,0.08,2.0,20855987.382214,19827000000.0
1986-10-31,0.08403252548469384,0.08510293288018861,0.08242690979746795,0.08296211808919907,63734400.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-03,0.08349728882427655,0.08510290396598542,0.08349728882427655,0.08456769585609436,42192000.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-04,0.08456770447303341,0.08777892589569092,0.08456770447303341,0.08777892589569092,54403200.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-05,0.08777892100807226,0.09366678014275756,0.08724371287344765,0.09313157200813293,45100800.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-06,0.09313155589071083,0.09741318347486688,0.0925963570366729,0.09527236968278885,72576000.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-07,0.09527238597348318,0.0958075941069999,0.0931315718153458,0.09473718702793121,44323200.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-10,0.09473720147089529,0.09473720147089529,0.0904549477201767,0.09099015593528748,28684800.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-11,0.09152599424123764,0.09259640165303847,0.09152599424123764,0.09152599424123764,11894400.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-12,0.09152599424123764,0.0936668090648393,0.09045496204764093,0.09152599424123764,34156800.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-13,0.09152595728265644,0.09206115617845742,0.08991972662574607,0.09018732607364655,30211200.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-14,0.09018734820660439,0.09099015593528748,0.08831413323566588,0.09099015593528748,18720000.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-17,0.09099017034752513,0.09259640165303847,0.0899197629357243,0.09152599424123764,24307200.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-18,0.09152592872190723,0.09206112745069896,0.08670847862958908,0.08670847862958908,59673600.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-19,0.0867085171097737,0.09045493743781453,0.0867085171097737,0.08991973847150803,48729600.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-20,0.08991973512842918,0.09687799215316772,0.08991973512842918,0.09687799215316772,98179200.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-21,0.09741315083854753,0.10116019390682583,0.09741315083854753,0.1000891625881195,91065600.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-24,0.10008921265364655,0.10865308483006453,0.09687799143510231,0.10811788588762283,173836800.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-25,0.10811789617668865,0.10972350234477633,0.10758268799534906,0.10918830335140228,95788800.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-26,0.10918829296047092,0.10972349190291261,0.10811788588762283,0.10811788588762283,38793600.0,0.08,2.0,20855987.382214,19827000000.0
1986-11-28,0.10811790876252679,0.10865310781820252,0.10544189510821488,0.10651229321956635,41328000.0,0.08,2.0,20855987.382214,19827000000.0
1986-12-01,0.10651225549384183,0.1070474635479181,0.1038362427873506,0.10437145084142685,40291200.0,0.08,2.0,20855987.382214,19827000000.0
1986-12-02,0.10490665584802628,0.10704746981371258,0.10490665584802628,0.10490665584802628,28771200.0,0.08,2.0,20855987.382214,19827000000.0
1986-12-03,0.10490666338047379,0.1059770704401737,0.1038362563207739,0.10410385578870773,35164800.0,0.08,2.0,20855987.382214,19827000000.0
1986-12-04,0.10410382320606064,0.10651223603960384,0.1033010250535207,0.10544183850288391,42508800.0,0.08,2.0,20855987.382214,19827000000.0
1986-12-05,0.1054418639334298,0.10597706283086943,0.10490665584802628,0.10490665584802628,107510400.0,0.08,2.0,20855987.382214,19827000000.0
1986-12-08,0.10490665278643183,0.10597705973803623,0.10223064000140263,0.10383624583482742,22665600.0,0.08,2.0,20855987.382214,19827000000.0
1986-12-09,0.10383623967831614,0.10437144771636736,0.10276583279017677,0.103301040828228,16099200.0,0.08,2.0,20855987.382214,19827000000.0
1986-12-10,0.10330105738490623,0.10437146444460613,0.10223065032520634,0.10410385578870773,27590400.0,0.08,2.0,20855987.382214,19827000000.0
1986-12-11,0.10410384831390294,0.1054418639334298,0.10383624886518313,0.10490665584802628,11635200.0,0.08,2.0,20855987.382214,19827000000.0
1986-12-12,0.10490667099090321,0.10490667099090321,0.1011602506041527,0.10116025060415268,25286400.0,0.08,2.0,20855987.382214,19827000000.0
1986-12-15,0.10116026801646065,0.10169546708327586,0.09687801394832857,0.0984836295247078,50774400.0,0.08,2.0,20855987.382214,19827000000.0
1986-12-16,0.0990188090370769,0.1011602480391186,0.0990188090370769,0.09955401718616486,77299200.0,0.08,2.0,20855987.382214,19827000000.0
1986-12-17,0.09955403480091973,0.10116026593807459,0.09955403480091973,0.1006244421005249,23356800.0,0.08,2.0,20855987.382214,19827000000.0
1986-12-18,0.10062443723145019,0.10169546007299386,0.10008922901356225,0.10142786055803299,12672000.0,0.08,2.0,20855987.382214,19827000000.0
